PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;SOORT DIPLOMA;GESLACHT;2015;2016;2017;2018;2019
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35205;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Islamgodsdienst;voltijd onderwijs;hbo bachelor;vrouw;2;5;1;1;2
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;hbo bachelor;man;3;1;0;5;3
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;hbo bachelor;vrouw;4;7;5;6;4
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;voltijd onderwijs;hbo bachelor;man;0;0;1;1;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;voltijd onderwijs;hbo bachelor;vrouw;0;3;0;0;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;deeltijd onderwijs;hbo bachelor;man;1;5;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;deeltijd onderwijs;hbo bachelor;vrouw;0;0;1;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;deeltijd onderwijs;hbo bachelor;man;0;0;1;2;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;deeltijd onderwijs;hbo bachelor;vrouw;2;2;0;1;5
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;voltijd onderwijs;hbo bachelor;man;0;1;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;voltijd onderwijs;hbo bachelor;vrouw;0;0;0;1;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;deeltijd onderwijs;hbo bachelor;vrouw;4;3;6;2;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;voltijd onderwijs;hbo bachelor;man;0;0;0;0;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;voltijd onderwijs;hbo bachelor;vrouw;2;0;1;0;2
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;deeltijd onderwijs;hbo bachelor;man;2;0;0;1;4
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;deeltijd onderwijs;hbo bachelor;vrouw;0;2;2;1;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;voltijd onderwijs;hbo bachelor;man;1;0;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;voltijd onderwijs;hbo bachelor;vrouw;0;4;1;1;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;deeltijd onderwijs;hbo bachelor;man;1;0;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;deeltijd onderwijs;hbo bachelor;vrouw;1;0;0;2;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35441;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst;voltijd onderwijs;hbo bachelor;man;0;1;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);44135;M Leren en Innoveren;deeltijd onderwijs;hbo master;man;8;8;5;3;4
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);44135;M Leren en Innoveren;deeltijd onderwijs;hbo master;vrouw;7;13;10;13;9
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);35168;B Toegepaste Wiskunde;voltijd onderwijs;hbo bachelor;man;8;7;5;7;4
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);35168;B Toegepaste Wiskunde;voltijd onderwijs;hbo bachelor;vrouw;2;1;2;2;1
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);80024;Ad IT Service Management;voltijd onderwijs;hbo associate degree;man;0;0;0;6;3
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;deeltijd onderwijs;hbo bachelor;man;4;2;8;0;0
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;deeltijd onderwijs;hbo bachelor;vrouw;1;1;1;0;0
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;voltijd onderwijs;hbo bachelor;man;66;88;189;67;62
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;voltijd onderwijs;hbo bachelor;vrouw;39;56;82;34;40
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34936;B International Business and Management Studies;voltijd onderwijs;hbo bachelor;man;10;15;6;2;7
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34936;B International Business and Management Studies;voltijd onderwijs;hbo bachelor;vrouw;4;10;2;1;1
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35516;B Creative Business;voltijd onderwijs;hbo bachelor;man;56;49;33;26;43
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35516;B Creative Business;voltijd onderwijs;hbo bachelor;vrouw;84;75;68;54;54
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;hbo bachelor;man;1;2;0;0;0
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;hbo bachelor;vrouw;1;0;0;0;0
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;hbo bachelor;man;12;11;13;8;17
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;hbo bachelor;vrouw;5;4;15;11;8
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35524;B Tourism Management;voltijd onderwijs;hbo bachelor;man;12;4;4;8;12
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35524;B Tourism Management;voltijd onderwijs;hbo bachelor;vrouw;52;47;48;41;45
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);80134;Ad Business Studies Logistiek;voltijd onderwijs;hbo associate degree;man;0;0;0;1;12
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);80134;Ad Business Studies Logistiek;voltijd onderwijs;hbo associate degree;vrouw;0;0;0;0;6
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34040;B Sportkunde;voltijd onderwijs;hbo bachelor;man;47;60;68;46;53
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34040;B Sportkunde;voltijd onderwijs;hbo bachelor;vrouw;30;24;32;40;44
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;hbo bachelor;man;0;1;1;0;0
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;deeltijd onderwijs;hbo bachelor;vrouw;3;1;3;0;1
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;hbo bachelor;man;2;6;7;3;7
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);34116;B Social Work;voltijd onderwijs;hbo bachelor;vrouw;44;44;47;26;39
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);34561;B Medisch Beeldvormende en Radiotherapeutische Technieken;duaal onderwijs;hbo bachelor;man;6;7;4;6;8
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);34561;B Medisch Beeldvormende en Radiotherapeutische Technieken;duaal onderwijs;hbo bachelor;vrouw;17;20;15;15;21
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);34561;B Medisch Beeldvormende en Radiotherapeutische Technieken;voltijd onderwijs;hbo bachelor;man;14;14;13;23;16
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);34561;B Medisch Beeldvormende en Radiotherapeutische Technieken;voltijd onderwijs;hbo bachelor;vrouw;33;56;60;55;47
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;man;5;5;10;6;10
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;vrouw;39;27;25;29;42
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;man;6;4;6;3;5
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;vrouw;52;46;51;34;36
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;hbo bachelor;man;14;13;13;15;16
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;taal en cultuur;opleidingen op het gebied van de kunst;34739;B Muziek;voltijd onderwijs;hbo bachelor;vrouw;6;3;4;2;10
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);30038;B Ruimtelijke Ontwikkeling;deeltijd onderwijs;hbo bachelor;man;3;2;1;0;0
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);30038;B Ruimtelijke Ontwikkeling;deeltijd onderwijs;hbo bachelor;vrouw;1;0;1;0;0
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);30038;B Ruimtelijke Ontwikkeling;voltijd onderwijs;hbo bachelor;man;7;17;13;16;7
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);30038;B Ruimtelijke Ontwikkeling;voltijd onderwijs;hbo bachelor;vrouw;2;3;2;4;1
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34263;B Bouwkunde;voltijd onderwijs;hbo bachelor;man;9;18;21;14;6
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34263;B Bouwkunde;voltijd onderwijs;hbo bachelor;vrouw;2;3;5;2;6
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34479;B Informatica;voltijd onderwijs;hbo bachelor;man;23;21;33;38;19
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);34479;B Informatica;voltijd onderwijs;hbo bachelor;vrouw;1;1;0;2;0
Noord-Holland;0392;Haarlem;reguliere inst.;27PZ;Hogeschool INHOLLAND;techniek;n.v.t. (techniek);39233;B Business Engineering;voltijd onderwijs;hbo bachelor;man;3;1;0;0;0
Noord-Holland;0402;Hilversum;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);49121;M Professional Master in Media Innovation;deeltijd onderwijs;hbo master;man;8;2;6;6;4
Noord-Holland;0402;Hilversum;reguliere inst.;21UI;Breda University of Applied Sciences;economie;n.v.t. (economie);49121;M Professional Master in Media Innovation;deeltijd onderwijs;hbo master;vrouw;4;1;2;2;5
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);30029;B International Business;voltijd onderwijs;hbo bachelor;man;9;12;12;11;24
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);30029;B International Business;voltijd onderwijs;hbo bachelor;vrouw;8;13;9;7;16
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;deeltijd onderwijs;hbo bachelor;man;2;3;6;3;2
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;deeltijd onderwijs;hbo bachelor;vrouw;0;2;1;1;2
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;hbo bachelor;man;59;61;45;60;80
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;hbo bachelor;vrouw;22;28;11;16;18
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;hbo bachelor;man;9;11;10;6;8
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;hbo bachelor;vrouw;1;9;2;8;5
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;deeltijd onderwijs;hbo bachelor;man;0;0;1;0;2
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;voltijd onderwijs;hbo bachelor;man;19;14;9;10;8
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;voltijd onderwijs;hbo bachelor;vrouw;5;6;9;8;1
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34500;B Facility Management;deeltijd onderwijs;hbo bachelor;man;4;2;1;0;1
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34500;B Facility Management;deeltijd onderwijs;hbo bachelor;vrouw;2;7;1;3;2
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34500;B Facility Management;duaal onderwijs;hbo bachelor;vrouw;0;1;0;0;0
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34500;B Facility Management;voltijd onderwijs;hbo bachelor;man;21;31;27;28;30
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34500;B Facility Management;voltijd onderwijs;hbo bachelor;vrouw;54;60;69;73;64
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;deeltijd onderwijs;hbo bachelor;man;5;3;0;3;3
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;deeltijd onderwijs;hbo bachelor;vrouw;6;7;8;20;4
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;man;17;9;17;15;11
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;vrouw;48;38;56;60;33
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34641;B Sociaal-Juridische Dienstverlening;deeltijd onderwijs;hbo bachelor;man;5;3;2;2;5
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34641;B Sociaal-Juridische Dienstverlening;deeltijd onderwijs;hbo bachelor;vrouw;8;5;4;6;7
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34641;B Sociaal-Juridische Dienstverlening;voltijd onderwijs;hbo bachelor;man;6;14;13;19;11
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34641;B Sociaal-Juridische Dienstverlening;voltijd onderwijs;hbo bachelor;vrouw;58;63;67;94;76
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34649;B Informatiedienstverlening en -management;voltijd onderwijs;hbo bachelor;man;8;8;1;2;0
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);34649;B Informatiedienstverlening en -management;voltijd onderwijs;hbo bachelor;vrouw;11;7;1;1;0
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;hbo bachelor;man;9;4;7;7;7
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;hbo bachelor;vrouw;4;3;2;2;7
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;hbo bachelor;man;53;54;54;31;35
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;hbo bachelor;vrouw;14;22;20;22;27
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;deeltijd onderwijs;hbo bachelor;man;3;3;0;1;5
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;deeltijd onderwijs;hbo bachelor;vrouw;1;0;0;3;1
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;voltijd onderwijs;hbo bachelor;man;28;16;18;34;36
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;voltijd onderwijs;hbo bachelor;vrouw;7;7;9;14;4
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);35524;B Tourism Management;deeltijd onderwijs;hbo bachelor;man;1;0;0;0;2
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);35524;B Tourism Management;deeltijd onderwijs;hbo bachelor;vrouw;1;0;0;1;2
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);35524;B Tourism Management;duaal onderwijs;hbo bachelor;man;0;1;0;0;0
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);35524;B Tourism Management;voltijd onderwijs;hbo bachelor;man;24;19;31;27;20
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);35524;B Tourism Management;voltijd onderwijs;hbo bachelor;vrouw;86;100;78;96;87
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;deeltijd onderwijs;hbo bachelor;man;4;1;2;2;2
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;voltijd onderwijs;hbo bachelor;man;18;20;22;12;16
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;voltijd onderwijs;hbo bachelor;vrouw;2;5;4;8;8
Overijssel;0150;Deventer;reguliere inst.;23AH;Saxion Hogeschool;economie;n.v.t. (economie);80001;Ad Informatiedienstverlening en -management;voltijd onderwijs;hbo associate degree;man;1;0;0;0;0
